1,1,1628.0,415.9,174.1,473.2,0.8799999952316284,-1,-1,-1
1,2,1367.8,419.2,92.4,289.5,0.8700000047683716,-1,-1,-1
1,3,1004.5,416.8,190.1,574.4,0.8600000143051147,-1,-1,-1
1,4,866.0,412.1,156.3,538.2,0.8600000143051147,-1,-1,-1
1,5,770.0,446.3,76.4,211.4,0.8500000238418579,-1,-1,-1
1,6,1174.1,447.2,42.6,106.6,0.8199999928474426,-1,-1,-1
1,7,379.2,461.0,44.4,115.5,0.8100000023841858,-1,-1,-1
1,8,505.8,458.3,37.3,103.0,0.7900000214576721,-1,-1,-1
1,9,577.7,458.3,23.1,60.4,0.7599999904632568,-1,-1,-1
1,10,557.8,459.6,22.2,57.7,0.7300000190734863,-1,-1,-1
1,11,537.3,457.4,24.9,63.1,0.7300000190734863,-1,-1,-1
1,12,596.0,457.0,19.5,57.7,0.699999988079071,-1,-1,-1
2,1,1637.6,416.1,174.8,475.7,0.8399999737739563,-1,-1,-1
2,2,1359.8,417.7,92.9,291.1,0.8799999952316284,-1,-1,-1
2,3,1004.4,416.8,190.3,575.2,0.8500000238418579,-1,-1,-1
2,4,866.0,412.9,157.5,542.1,0.8500000238418579,-1,-1,-1
2,5,772.6,447.5,75.8,209.8,0.8500000238418579,-1,-1,-1
2,6,1173.9,445.3,43.2,108.1,0.8100000023841858,-1,-1,-1
2,7,379.2,459.4,45.6,118.5,0.8100000023841858,-1,-1,-1
2,8,505.1,457.5,37.8,104.6,0.7900000214576721,-1,-1,-1
2,9,577.5,458.7,22.8,59.6,0.7599999904632568,-1,-1,-1
2,10,557.6,459.6,22.5,58.5,0.7400000095367432,-1,-1,-1
2,11,537.0,455.9,25.4,64.6,0.7400000095367432,-1,-1,-1
2,12,595.4,456.2,19.8,58.5,0.699999988079071,-1,-1,-1
3,1,1644.9,413.3,179.0,487.8,0.8600000143051147,-1,-1,-1
3,2,1352.3,418.1,92.8,289.3,0.8700000047683716,-1,-1,-1
3,3,1004.9,416.8,192.1,580.9,0.8600000143051147,-1,-1,-1
3,4,866.3,413.9,157.4,541.9,0.8500000238418579,-1,-1,-1
3,5,775.5,447.5,75.8,209.8,0.8500000238418579,-1,-1,-1
3,6,1177.5,446.3,42.7,107.0,0.8100000023841858,-1,-1,-1
3,7,378.9,459.8,44.7,116.3,0.8199999928474426,-1,-1,-1
3,8,504.9,456.7,38.2,105.5,0.800000011920929,-1,-1,-1
3,9,577.8,458.7,22.8,59.5,0.7599999904632568,-1,-1,-1
3,10,557.4,460.0,22.3,57.9,0.7400000095367432,-1,-1,-1
3,11,536.7,455.9,25.5,64.9,0.75,-1,-1,-1
3,12,595.6,455.7,20.1,59.3,0.699999988079071,-1,-1,-1
3,13,1595.3,414.5,115.5,389.5,0.7599999904632568,-1,-1,-1
4,1,1651.7,416.1,179.7,491.0,0.8600000143051147,-1,-1,-1
4,2,1344.1,415.7,95.2,293.3,0.8600000143051147,-1,-1,-1
4,3,1005.1,419.8,193.9,586.3,0.8500000238418579,-1,-1,-1
4,4,867.4,415.4,156.6,539.2,0.8600000143051147,-1,-1,-1
4,5,776.3,447.5,75.8,209.7,0.8600000143051147,-1,-1,-1
4,6,1181.2,448.2,41.7,104.4,0.8299999833106995,-1,-1,-1
4,7,378.7,460.7,44.2,114.9,0.8199999928474426,-1,-1,-1
4,8,505.0,457.1,38.0,105.1,0.8100000023841858,-1,-1,-1
4,9,577.9,458.8,22.8,59.5,0.7699999809265137,-1,-1,-1
4,10,557.3,460.4,22.2,57.8,0.7200000286102295,-1,-1,-1
4,11,535.6,456.7,25.5,64.9,0.75,-1,-1,-1
4,12,595.6,455.6,20.2,59.6,0.699999988079071,-1,-1,-1
4,13,1602.3,407.0,120.8,405.9,0.8299999833106995,-1,-1,-1
4,14,1157.9,441.1,34.2,102.9,0.7200000286102295,-1,-1,-1
5,1,1660.4,419.4,181.3,494.6,0.8600000143051147,-1,-1,-1
5,2,1336.8,418.4,95.4,287.6,0.8799999952316284,-1,-1,-1
5,3,1005.8,418.8,194.4,588.0,0.8500000238418579,-1,-1,-1
5,4,868.2,415.0,155.8,536.5,0.8600000143051147,-1,-1,-1
5,5,778.3,446.0,76.7,212.2,0.8399999737739563,-1,-1,-1
5,6,1183.7,448.5,41.2,102.9,0.8500000238418579,-1,-1,-1
5,7,378.7,460.6,44.1,114.4,0.8199999928474426,-1,-1,-1
5,8,504.3,456.3,38.2,105.6,0.8199999928474426,-1,-1,-1
5,9,578.5,458.4,23.0,60.1,0.7599999904632568,-1,-1,-1
5,10,558.4,460.5,21.9,57.0,0.7200000286102295,-1,-1,-1
5,11,536.0,456.9,25.2,64.3,0.75,-1,-1,-1
5,12,596.2,455.9,19.8,58.3,0.6899999976158142,-1,-1,-1
5,13,1609.0,408.4,121.8,407.1,0.8199999928474426,-1,-1,-1
5,14,1158.4,441.3,33.2,99.5,0.6800000071525574,-1,-1,-1
6,1,1677.8,420.5,186.2,503.2,0.8600000143051147,-1,-1,-1
6,2,1328.4,420.0,96.4,282.4,0.8799999952316284,-1,-1,-1
6,3,1008.4,418.8,194.8,588.7,0.8600000143051147,-1,-1,-1
6,4,868.3,414.8,155.2,535.0,0.8700000047683716,-1,-1,-1
6,5,781.0,445.5,76.7,212.4,0.8500000238418579,-1,-1,-1
6,6,1184.9,446.3,42.6,106.4,0.8500000238418579,-1,-1,-1
6,7,378.8,460.9,44.2,115.0,0.800000011920929,-1,-1,-1
6,8,504.7,457.6,37.5,103.9,0.8199999928474426,-1,-1,-1
6,9,578.7,458.9,23.1,60.3,0.7400000095367432,-1,-1,-1
6,10,559.4,460.9,21.9,56.8,0.7200000286102295,-1,-1,-1
6,11,536.3,457.3,24.8,63.4,0.7599999904632568,-1,-1,-1
6,12,596.9,456.6,19.3,56.6,0.6700000166893005,-1,-1,-1
6,13,1618.0,408.8,121.1,402.2,0.8199999928474426,-1,-1,-1
6,14,1159.2,441.1,31.8,94.9,0.6499999761581421,-1,-1,-1
7,1,1689.2,425.2,186.8,496.8,0.8600000143051147,-1,-1,-1
7,2,1320.5,423.7,98.6,280.6,0.8799999952316284,-1,-1,-1
7,3,1012.1,413.9,198.1,596.7,0.8600000143051147,-1,-1,-1
7,4,868.4,415.2,154.8,533.5,0.8700000047683716,-1,-1,-1
7,5,783.9,445.9,76.2,211.2,0.8700000047683716,-1,-1,-1
7,6,1185.2,444.4,43.1,107.7,0.8399999737739563,-1,-1,-1
7,7,379.0,461.0,44.0,114.6,0.8100000023841858,-1,-1,-1
7,8,504.4,457.8,37.5,103.9,0.8299999833106995,-1,-1,-1
7,9,578.9,459.1,23.2,61.0,0.75,-1,-1,-1
7,10,559.9,461.0,22.1,57.4,0.7200000286102295,-1,-1,-1
7,11,536.9,457.4,24.4,62.5,0.7200000286102295,-1,-1,-1
7,12,597.4,456.6,19.1,56.0,0.6600000262260437,-1,-1,-1
7,13,1622.8,409.3,122.9,403.5,0.8199999928474426,-1,-1,-1
7,14,1159.1,440.8,30.5,90.8,0.6000000238418579,-1,-1,-1
8,1,1696.1,419.8,194.4,507.3,0.8600000143051147,-1,-1,-1
8,2,1315.2,425.8,101.2,279.5,0.8500000238418579,-1,-1,-1
8,3,1014.0,411.6,200.3,600.0,0.8700000047683716,-1,-1,-1
8,4,869.0,415.6,154.7,532.7,0.8700000047683716,-1,-1,-1
8,5,786.3,444.4,77.0,213.7,0.8700000047683716,-1,-1,-1
8,6,1186.4,444.5,43.3,108.4,0.8299999833106995,-1,-1,-1
8,7,378.9,460.7,44.0,114.4,0.8100000023841858,-1,-1,-1
8,8,504.2,457.2,37.7,104.5,0.8199999928474426,-1,-1,-1
8,9,579.3,458.6,23.3,61.3,0.75,-1,-1,-1
8,10,560.0,461.0,22.3,57.6,0.7300000190734863,-1,-1,-1
8,11,538.0,457.8,24.4,62.2,0.7200000286102295,-1,-1,-1
8,12,596.9,455.9,19.2,56.4,0.6299999952316284,-1,-1,-1
8,13,1625.9,409.2,127.5,410.1,0.8299999833106995,-1,-1,-1
8,14,1158.4,440.7,31.5,93.7,0.5699999928474426,-1,-1,-1
9,1,1698.1,419.0,200.0,511.6,0.8600000143051147,-1,-1,-1
9,2,1305.9,426.1,103.0,279.0,0.8600000143051147,-1,-1,-1
9,3,1014.7,409.2,202.2,601.4,0.8700000047683716,-1,-1,-1
9,4,868.2,416.4,154.6,531.2,0.8799999952316284,-1,-1,-1
9,5,788.2,443.1,77.4,215.3,0.8700000047683716,-1,-1,-1
9,6,1187.6,444.4,43.1,108.4,0.8199999928474426,-1,-1,-1
9,7,378.7,461.5,43.5,113.2,0.8100000023841858,-1,-1,-1
9,8,502.7,457.9,37.6,104.1,0.8299999833106995,-1,-1,-1
9,9,579.4,458.7,22.9,60.2,0.7300000190734863,-1,-1,-1
9,10,559.9,460.7,22.1,57.1,0.7099999785423279,-1,-1,-1
9,11,538.0,457.6,23.9,60.8,0.7300000190734863,-1,-1,-1
9,12,597.2,456.3,18.9,55.4,0.6399999856948853,-1,-1,-1
9,13,1627.7,414.7,128.4,404.5,0.8199999928474426,-1,-1,-1
